Picture Path,Label,width,height
./Multi-class Weather Dataset/Cloudy/cloudy92.jpg,Nuageux,299,168
./Multi-class Weather Dataset/Cloudy/cloudy93.jpg,Nuageux,259,194
./Multi-class Weather Dataset/Cloudy/cloudy94.jpg,Nuageux,500,329
./Multi-class Weather Dataset/Cloudy/cloudy95.jpg,Nuageux,1024,576
./Multi-class Weather Dataset/Cloudy/cloudy96.jpg,Nuageux,299,168
./Multi-class Weather Dataset/Cloudy/cloudy97.jpg,Nuageux,318,159
./Multi-class Weather Dataset/Cloudy/cloudy98.jpg,Nuageux,301,167
./Multi-class Weather Dataset/Cloudy/cloudy99.jpg,Nuageux,259,194
./Multi-class Weather Dataset/Rain/rain1.jpg,Pluvieux,360,270
./Multi-class Weather Dataset/Rain/rain10.jpg,Pluvieux,660,400
./Multi-class Weather Dataset/Rain/rain100.jpg,Pluvieux,2059,1158
./Multi-class Weather Dataset/Rain/rain101.jpg,Pluvieux,600,443
./Multi-class Weather Dataset/Rain/rain102.jpg,Pluvieux,183,275
./Multi-class Weather Dataset/Rain/rain103.jpg,Pluvieux,300,168
./Multi-class Weather Dataset/Rain/rain104.jpg,Pluvieux,650,510
./Multi-class Weather Dataset/Rain/rain105.jpg,Pluvieux,259,194
./Multi-class Weather Dataset/Rain/rain106.jpg,Pluvieux,666,338
./Multi-class Weather Dataset/Rain/rain107.jpg,Pluvieux,580,370
./Multi-class Weather Dataset/Rain/rain108.jpg,Pluvieux,620,376
./Multi-class Weather Dataset/Rain/rain109.jpg,Pluvieux,640,480
./Multi-class Weather Dataset/Rain/rain11.jpg,Pluvieux,759,422
./Multi-class Weather Dataset/Rain/rain110.jpg,Pluvieux,674,441
./Multi-class Weather Dataset/Rain/rain111.jpg,Pluvieux,283,178
./Multi-class Weather Dataset/Rain/rain112.jpg,Pluvieux,284,177
./Multi-class Weather Dataset/Rain/rain113.jpg,Pluvieux,1024,683
./Multi-class Weather Dataset/Rain/rain114.jpg,Pluvieux,275,183
./Multi-class Weather Dataset/Rain/rain115.jpg,Pluvieux,370,305
./Multi-class Weather Dataset/Rain/rain116.jpg,Pluvieux,1023,742
./Multi-class Weather Dataset/Rain/rain117.jpg,Pluvieux,1024,622
./Multi-class Weather Dataset/Rain/rain118.jpg,Pluvieux,960,540
./Multi-class Weather Dataset/Rain/rain119.jpg,Pluvieux,350,200
./Multi-class Weather Dataset/Rain/rain12.jpg,Pluvieux,268,188
./Multi-class Weather Dataset/Rain/rain120.jpg,Pluvieux,268,188
./Multi-class Weather Dataset/Rain/rain121.jpg,Pluvieux,183,275
./Multi-class Weather Dataset/Rain/rain122.jpg,Pluvieux,620,376
./Multi-class Weather Dataset/Rain/rain123.jpg,Pluvieux,680,455
./Multi-class Weather Dataset/Rain/rain124.jpg,Pluvieux,759,422
./Multi-class Weather Dataset/Rain/rain125.jpg,Pluvieux,400,300
./Multi-class Weather Dataset/Rain/rain126.jpg,Pluvieux,595,335
./Multi-class Weather Dataset/Rain/rain127.jpg,Pluvieux,292,173
./Multi-class Weather Dataset/Rain/rain128.jpg,Pluvieux,280,210
./Multi-class Weather Dataset/Rain/rain129.jpg,Pluvieux,700,415
./Multi-class Weather Dataset/Rain/rain13.jpg,Pluvieux,1024,626
./Multi-class Weather Dataset/Rain/rain130.jpg,Pluvieux,600,300
./Multi-class Weather Dataset/Rain/rain131.jpg,Pluvieux,275,183
./Multi-class Weather Dataset/Rain/rain132.jpg,Pluvieux,550,383
./Multi-class Weather Dataset/Rain/rain133.jpg,Pluvieux,800,542
./Multi-class Weather Dataset/Rain/rain134.jpg,Pluvieux,275,183
./Multi-class Weather Dataset/Rain/rain135.jpg,Pluvieux,620,413
./Multi-class Weather Dataset/Rain/rain136.jpg,Pluvieux,590,329
./Multi-class Weather Dataset/Rain/rain137.jpg,Pluvieux,3000,1997
./Multi-class Weather Dataset/Rain/rain138.jpg,Pluvieux,320,180
./Multi-class Weather Dataset/Rain/rain139.jpg,Pluvieux,480,360
./Multi-class Weather Dataset/Rain/rain14.jpg,Pluvieux,500,400
./Multi-class Weather Dataset/Rain/rain140.jpg,Pluvieux,275,183
./Multi-class Weather Dataset/Rain/rain141.jpg,Pluvieux,384,288
./Multi-class Weather Dataset/Rain/rain142.jpg,Pluvieux,640,420
./Multi-class Weather Dataset/Rain/rain143.jpg,Pluvieux,604,272
./Multi-class Weather Dataset/Rain/rain144.jpg,Pluvieux,1600,1200
./Multi-class Weather Dataset/Rain/rain145.jpg,Pluvieux,188,194
./Multi-class Weather Dataset/Rain/rain146.jpg,Pluvieux,650,380
./Multi-class Weather Dataset/Rain/rain147.jpg,Pluvieux,680,365
./Multi-class Weather Dataset/Rain/rain148.jpg,Pluvieux,800,531
./Multi-class Weather Dataset/Rain/rain149.jpg,Pluvieux,276,183
./Multi-class Weather Dataset/Rain/rain15.jpg,Pluvieux,640,480
./Multi-class Weather Dataset/Rain/rain150.jpg,Pluvieux,468,282
./Multi-class Weather Dataset/Rain/rain151.jpg,Pluvieux,300,158
./Multi-class Weather Dataset/Rain/rain152.jpg,Pluvieux,620,413
./Multi-class Weather Dataset/Rain/rain153.jpg,Pluvieux,650,380
./Multi-class Weather Dataset/Rain/rain154.jpg,Pluvieux,260,194
./Multi-class Weather Dataset/Rain/rain155.jpg,Pluvieux,810,455
./Multi-class Weather Dataset/Rain/rain156.jpg,Pluvieux,185,273
./Multi-class Weather Dataset/Rain/rain157.jpg,Pluvieux,300,168
./Multi-class Weather Dataset/Rain/rain158.jpg,Pluvieux,460,307
./Multi-class Weather Dataset/Rain/rain159.jpg,Pluvieux,858,536
./Multi-class Weather Dataset/Rain/rain16.jpg,Pluvieux,480,388
./Multi-class Weather Dataset/Rain/rain160.jpg,Pluvieux,964,859
./Multi-class Weather Dataset/Rain/rain161.jpg,Pluvieux,680,365
./Multi-class Weather Dataset/Rain/rain162.jpg,Pluvieux,480,360
./Multi-class Weather Dataset/Rain/rain163.jpg,Pluvieux,460,288
./Multi-class Weather Dataset/Rain/rain164.jpg,Pluvieux,275,183
./Multi-class Weather Dataset/Rain/rain165.jpg,Pluvieux,550,366
./Multi-class Weather Dataset/Rain/rain166.jpg,Pluvieux,259,194
./Multi-class Weather Dataset/Rain/rain167.jpg,Pluvieux,900,600
./Multi-class Weather Dataset/Rain/rain168.jpg,Pluvieux,273,184
./Multi-class Weather Dataset/Rain/rain169.jpg,Pluvieux,850,532
./Multi-class Weather Dataset/Rain/rain17.jpg,Pluvieux,280,180
./Multi-class Weather Dataset/Rain/rain170.jpg,Pluvieux,692,384
./Multi-class Weather Dataset/Rain/rain171.jpg,Pluvieux,300,225
./Multi-class Weather Dataset/Rain/rain172.jpg,Pluvieux,600,400
./Multi-class Weather Dataset/Rain/rain173.jpg,Pluvieux,326,300
./Multi-class Weather Dataset/Rain/rain174.jpg,Pluvieux,650,400
./Multi-class Weather Dataset/Rain/rain175.jpg,Pluvieux,594,277
./Multi-class Weather Dataset/Rain/rain176.jpg,Pluvieux,1023,576
./Multi-class Weather Dataset/Rain/rain177.jpg,Pluvieux,289,175
./Multi-class Weather Dataset/Rain/rain178.jpg,Pluvieux,648,360
./Multi-class Weather Dataset/Rain/rain179.jpg,Pluvieux,300,168
./Multi-class Weather Dataset/Rain/rain18.jpg,Pluvieux,635,423
./Multi-class Weather Dataset/Rain/rain180.jpg,Pluvieux,640,480
./Multi-class Weather Dataset/Rain/rain181.jpg,Pluvieux,618,416
./Multi-class Weather Dataset/Rain/rain182.jpg,Pluvieux,553,369
./Multi-class Weather Dataset/Rain/rain183.jpg,Pluvieux,630,446
./Multi-class Weather Dataset/Rain/rain184.jpg,Pluvieux,284,177
./Multi-class Weather Dataset/Rain/rain185.jpg,Pluvieux,760,400
./Multi-class Weather Dataset/Rain/rain186.jpg,Pluvieux,768,576
./Multi-class Weather Dataset/Rain/rain187.jpg,Pluvieux,280,160
./Multi-class Weather Dataset/Rain/rain188.jpg,Pluvieux,274,184
./Multi-class Weather Dataset/Rain/rain189.jpg,Pluvieux,290,174
./Multi-class Weather Dataset/Rain/rain19.jpg,Pluvieux,634,422
./Multi-class Weather Dataset/Rain/rain190.jpg,Pluvieux,852,480
./Multi-class Weather Dataset/Rain/rain191.jpg,Pluvieux,259,194
./Multi-class Weather Dataset/Rain/rain192.jpg,Pluvieux,271,186
./Multi-class Weather Dataset/Rain/rain193.jpg,Pluvieux,310,163
./Multi-class Weather Dataset/Rain/rain194.jpg,Pluvieux,259,194
./Multi-class Weather Dataset/Rain/rain195.jpg,Pluvieux,1028,735
./Multi-class Weather Dataset/Rain/rain196.jpg,Pluvieux,275,183
./Multi-class Weather Dataset/Rain/rain197.jpg,Pluvieux,275,183
./Multi-class Weather Dataset/Rain/rain198.jpg,Pluvieux,299,168
./Multi-class Weather Dataset/Rain/rain199.jpg,Pluvieux,651,445
./Multi-class Weather Dataset/Rain/rain2.jpg,Pluvieux,250,225
./Multi-class Weather Dataset/Rain/rain20.jpg,Pluvieux,620,413
./Multi-class Weather Dataset/Rain/rain200.jpg,Pluvieux,612,405
./Multi-class Weather Dataset/Rain/rain201.jpg,Pluvieux,615,414
./Multi-class Weather Dataset/Rain/rain202.jpg,Pluvieux,225,225
./Multi-class Weather Dataset/Rain/rain203.jpg,Pluvieux,600,315
./Multi-class Weather Dataset/Rain/rain204.jpg,Pluvieux,276,183
./Multi-class Weather Dataset/Rain/rain205.jpg,Pluvieux,417,352
./Multi-class Weather Dataset/Rain/rain206.jpg,Pluvieux,275,183
./Multi-class Weather Dataset/Rain/rain207.jpg,Pluvieux,600,600
./Multi-class Weather Dataset/Rain/rain208.jpg,Pluvieux,800,466
./Multi-class Weather Dataset/Rain/rain209.jpg,Pluvieux,2048,1360
./Multi-class Weather Dataset/Rain/rain21.jpg,Pluvieux,620,413
./Multi-class Weather Dataset/Rain/rain210.jpg,Pluvieux,1024,683
./Multi-class Weather Dataset/Rain/rain211.jpg,Pluvieux,960,720
./Multi-class Weather Dataset/Rain/rain212.jpg,Pluvieux,259,194
./Multi-class Weather Dataset/Rain/rain213.jpg,Pluvieux,299,168
./Multi-class Weather Dataset/Rain/rain214.jpg,Pluvieux,299,168
./Multi-class Weather Dataset/Rain/rain215.jpg,Pluvieux,303,171
./Multi-class Weather Dataset/Rain/rain22.jpeg,Pluvieux,3500,2453
./Multi-class Weather Dataset/Rain/rain23.jpg,Pluvieux,635,459
./Multi-class Weather Dataset/Rain/rain24.jpeg,Pluvieux,640,420
./Multi-class Weather Dataset/Rain/rain25.jpg,Pluvieux,1000,746
./Multi-class Weather Dataset/Rain/rain26.jpg,Pluvieux,590,329
./Multi-class Weather Dataset/Rain/rain27.jpg,Pluvieux,275,183
./Multi-class Weather Dataset/Rain/rain28.jpg,Pluvieux,700,415
./Multi-class Weather Dataset/Rain/rain29.jpg,Pluvieux,700,415
./Multi-class Weather Dataset/Rain/rain3.jpg,Pluvieux,274,184
./Multi-class Weather Dataset/Rain/rain30.jpg,Pluvieux,289,174
./Multi-class Weather Dataset/Rain/rain31.jpg,Pluvieux,852,480
./Multi-class Weather Dataset/Rain/rain32.jpg,Pluvieux,236,243
./Multi-class Weather Dataset/Rain/rain33.jpg,Pluvieux,852,480
./Multi-class Weather Dataset/Rain/rain34.jpg,Pluvieux,283,178
./Multi-class Weather Dataset/Rain/rain35.jpg,Pluvieux,299,168
./Multi-class Weather Dataset/Rain/rain36.jpg,Pluvieux,290,174
./Multi-class Weather Dataset/Rain/rain37.jpg,Pluvieux,1600,1067
./Multi-class Weather Dataset/Rain/rain38.jpg,Pluvieux,259,194
./Multi-class Weather Dataset/Rain/rain39.jpg,Pluvieux,400,224
./Multi-class Weather Dataset/Rain/rain4.jpg,Pluvieux,275,183
./Multi-class Weather Dataset/Rain/rain40.jpg,Pluvieux,289,175
./Multi-class Weather Dataset/Rain/rain41.jpg,Pluvieux,900,506
./Multi-class Weather Dataset/Rain/rain42.jpg,Pluvieux,468,351
./Multi-class Weather Dataset/Rain/rain43.jpg,Pluvieux,450,300
./Multi-class Weather Dataset/Rain/rain44.jpg,Pluvieux,268,188
./Multi-class Weather Dataset/Rain/rain45.jpg,Pluvieux,266,190
./Multi-class Weather Dataset/Rain/rain46.jpg,Pluvieux,852,480
./Multi-class Weather Dataset/Rain/rain47.jpg,Pluvieux,852,480
./Multi-class Weather Dataset/Rain/rain48.jpg,Pluvieux,852,480
./Multi-class Weather Dataset/Rain/rain49.jpg,Pluvieux,590,332
./Multi-class Weather Dataset/Rain/rain5.jpg,Pluvieux,300,168
./Multi-class Weather Dataset/Rain/rain50.jpg,Pluvieux,852,480
./Multi-class Weather Dataset/Rain/rain51.jpg,Pluvieux,759,422
./Multi-class Weather Dataset/Rain/rain52.jpg,Pluvieux,2244,1458
./Multi-class Weather Dataset/Rain/rain53.jpg,Pluvieux,725,400
./Multi-class Weather Dataset/Rain/rain54.jpg,Pluvieux,870,488
./Multi-class Weather Dataset/Rain/rain55.jpg,Pluvieux,640,402
./Multi-class Weather Dataset/Rain/rain56.jpg,Pluvieux,615,409
./Multi-class Weather Dataset/Rain/rain57.jpg,Pluvieux,300,354
./Multi-class Weather Dataset/Rain/rain58.jpg,Pluvieux,320,180
./Multi-class Weather Dataset/Rain/rain59.jpg,Pluvieux,300,168
./Multi-class Weather Dataset/Rain/rain6.jpg,Pluvieux,299,168
./Multi-class Weather Dataset/Rain/rain60.jpg,Pluvieux,480,360
./Multi-class Weather Dataset/Rain/rain61.jpg,Pluvieux,300,168
./Multi-class Weather Dataset/Rain/rain62.jpg,Pluvieux,253,199
./Multi-class Weather Dataset/Rain/rain63.jpg,Pluvieux,1191,670
./Multi-class Weather Dataset/Rain/rain64.jpg,Pluvieux,852,480
./Multi-class Weather Dataset/Rain/rain65.jpg,Pluvieux,300,168
./Multi-class Weather Dataset/Rain/rain66.jpg,Pluvieux,284,177
./Multi-class Weather Dataset/Rain/rain67.jpg,Pluvieux,800,533
./Multi-class Weather Dataset/Rain/rain68.jpg,Pluvieux,300,168
./Multi-class Weather Dataset/Rain/rain69.jpg,Pluvieux,1600,900
./Multi-class Weather Dataset/Rain/rain7.jpg,Pluvieux,259,194
./Multi-class Weather Dataset/Rain/rain70.jpg,Pluvieux,299,168
./Multi-class Weather Dataset/Rain/rain71.jpg,Pluvieux,320,221
./Multi-class Weather Dataset/Rain/rain72.jpg,Pluvieux,3000,2034
./Multi-class Weather Dataset/Rain/rain73.jpg,Pluvieux,360,270
./Multi-class Weather Dataset/Rain/rain74.jpg,Pluvieux,250,225
./Multi-class Weather Dataset/Rain/rain75.jpg,Pluvieux,600,400
./Multi-class Weather Dataset/Rain/rain76.jpg,Pluvieux,650,487
./Multi-class Weather Dataset/Rain/rain77.jpg,Pluvieux,800,480
./Multi-class Weather Dataset/Rain/rain78.jpg,Pluvieux,275,183
./Multi-class Weather Dataset/Rain/rain79.jpg,Pluvieux,300,168
./Multi-class Weather Dataset/Rain/rain8.jpg,Pluvieux,570,400
./Multi-class Weather Dataset/Rain/rain80.jpg,Pluvieux,2354,1325
./Multi-class Weather Dataset/Rain/rain81.jpg,Pluvieux,800,600
./Multi-class Weather Dataset/Rain/rain82.jpg,Pluvieux,259,194
./Multi-class Weather Dataset/Rain/rain83.jpg,Pluvieux,1668,1500
./Multi-class Weather Dataset/Rain/rain84.jpg,Pluvieux,284,177
./Multi-class Weather Dataset/Rain/rain85.jpg,Pluvieux,1920,1080
./Multi-class Weather Dataset/Rain/rain86.jpg,Pluvieux,852,480
./Multi-class Weather Dataset/Rain/rain87.jpg,Pluvieux,852,480
./Multi-class Weather Dataset/Rain/rain88.jpg,Pluvieux,1920,1080
./Multi-class Weather Dataset/Rain/rain89.jpg,Pluvieux,276,183
./Multi-class Weather Dataset/Rain/rain9.jpg,Pluvieux,292,173
./Multi-class Weather Dataset/Rain/rain90.jpg,Pluvieux,4288,2848
./Multi-class Weather Dataset/Rain/rain91.jpg,Pluvieux,281,180
./Multi-class Weather Dataset/Rain/rain92.jpg,Pluvieux,259,194
./Multi-class Weather Dataset/Rain/rain93.jpg,Pluvieux,310,163
./Multi-class Weather Dataset/Rain/rain94.jpg,Pluvieux,1280,720
./Multi-class Weather Dataset/Rain/rain95.jpg,Pluvieux,259,194
./Multi-class Weather Dataset/Rain/rain96.jpg,Pluvieux,700,415
./Multi-class Weather Dataset/Rain/rain97.jpg,Pluvieux,539,303
./Multi-class Weather Dataset/Rain/rain98.jpg,Pluvieux,275,183
./Multi-class Weather Dataset/Rain/rain99.jpg,Pluvieux,275,183
./Multi-class Weather Dataset/Shine/shine1.jpg,Ensoleillé,1920,1080
./Multi-class Weather Dataset/Shine/shine10.jpg,Ensoleillé,168,300
./Multi-class Weather Dataset/Shine/shine100.jpg,Ensoleillé,480,640
./Multi-class Weather Dataset/Shine/shine101.jpg,Ensoleillé,284,177
./Multi-class Weather Dataset/Shine/shine102.jpg,Ensoleillé,688,456
./Multi-class Weather Dataset/Shine/shine103.jpg,Ensoleillé,275,183
./Multi-class Weather Dataset/Shine/shine104.jpg,Ensoleillé,300,168
./Multi-class Weather Dataset/Shine/shine105.jpg,Ensoleillé,644,402
./Multi-class Weather Dataset/Shine/shine106.jpg,Ensoleillé,300,168
./Multi-class Weather Dataset/Shine/shine107.jpg,Ensoleillé,275,183
./Multi-class Weather Dataset/Shine/shine108.jpg,Ensoleillé,300,168
./Multi-class Weather Dataset/Shine/shine109.jpg,Ensoleillé,274,184
./Multi-class Weather Dataset/Shine/shine11.jpg,Ensoleillé,183,275
./Multi-class Weather Dataset/Shine/shine110.jpg,Ensoleillé,278,181
./Multi-class Weather Dataset/Shine/shine111.jpg,Ensoleillé,275,183
./Multi-class Weather Dataset/Shine/shine112.jpg,Ensoleillé,691,461
./Multi-class Weather Dataset/Shine/shine113.jpg,Ensoleillé,1920,1200
./Multi-class Weather Dataset/Shine/shine114.jpg,Ensoleillé,259,194
./Multi-class Weather Dataset/Shine/shine115.jpg,Ensoleillé,852,480
./Multi-class Weather Dataset/Shine/shine116.jpg,Ensoleillé,550,413
./Multi-class Weather Dataset/Shine/shine117.jpg,Ensoleillé,300,168
./Multi-class Weather Dataset/Shine/shine118.jpg,Ensoleillé,440,330
./Multi-class Weather Dataset/Shine/shine119.jpg,Ensoleillé,350,200
./Multi-class Weather Dataset/Shine/shine12.jpg,Ensoleillé,284,177
./Multi-class Weather Dataset/Shine/shine120.jpg,Ensoleillé,284,177
./Multi-class Weather Dataset/Shine/shine121.jpg,Ensoleillé,1920,1080
./Multi-class Weather Dataset/Shine/shine122.jpg,Ensoleillé,300,168
./Multi-class Weather Dataset/Shine/shine123.jpg,Ensoleillé,240,180
./Multi-class Weather Dataset/Shine/shine124.jpg,Ensoleillé,180,140
./Multi-class Weather Dataset/Shine/shine125.jpg,Ensoleillé,1024,768
./Multi-class Weather Dataset/Shine/shine126.jpg,Ensoleillé,287,175
./Multi-class Weather Dataset/Shine/shine127.jpg,Ensoleillé,284,177
./Multi-class Weather Dataset/Shine/shine128.jpg,Ensoleillé,318,247
./Multi-class Weather Dataset/Shine/shine129.jpg,Ensoleillé,620,413
./Multi-class Weather Dataset/Shine/shine13.jpg,Ensoleillé,284,177
./Multi-class Weather Dataset/Shine/shine130.jpg,Ensoleillé,300,168
./Multi-class Weather Dataset/Shine/shine131.jpg,Ensoleillé,480,360
./Multi-class Weather Dataset/Shine/shine132.jpg,Ensoleillé,300,168
./Multi-class Weather Dataset/Shine/shine133.jpg,Ensoleillé,600,450
./Multi-class Weather Dataset/Shine/shine134.jpg,Ensoleillé,267,189
./Multi-class Weather Dataset/Shine/shine135.jpg,Ensoleillé,238,212
./Multi-class Weather Dataset/Shine/shine136.jpg,Ensoleillé,608,458
./Multi-class Weather Dataset/Shine/shine137.jpg,Ensoleillé,259,194
./Multi-class Weather Dataset/Shine/shine138.jpg,Ensoleillé,290,174
./Multi-class Weather Dataset/Shine/shine139.jpg,Ensoleillé,259,194
./Multi-class Weather Dataset/Shine/shine14.jpg,Ensoleillé,276,183
./Multi-class Weather Dataset/Shine/shine140.jpg,Ensoleillé,1200,680
./Multi-class Weather Dataset/Shine/shine141.jpg,Ensoleillé,600,360
./Multi-class Weather Dataset/Shine/shine142.jpg,Ensoleillé,450,300
./Multi-class Weather Dataset/Shine/shine143.jpg,Ensoleillé,852,480
./Multi-class Weather Dataset/Shine/shine144.jpg,Ensoleillé,852,480
./Multi-class Weather Dataset/Shine/shine145.jpg,Ensoleillé,259,194
./Multi-class Weather Dataset/Shine/shine146.jpg,Ensoleillé,840,560
./Multi-class Weather Dataset/Shine/shine147.jpg,Ensoleillé,250,156
./Multi-class Weather Dataset/Shine/shine148.jpg,Ensoleillé,232,174
./Multi-class Weather Dataset/Shine/shine149.jpg,Ensoleillé,242,182
./Multi-class Weather Dataset/Shine/shine15.jpg,Ensoleillé,275,183
./Multi-class Weather Dataset/Shine/shine150.jpg,Ensoleillé,283,159
./Multi-class Weather Dataset/Shine/shine151.jpg,Ensoleillé,283,159
./Multi-class Weather Dataset/Shine/shine152.jpg,Ensoleillé,258,161
./Multi-class Weather Dataset/Shine/shine153.jpg,Ensoleillé,235,157
./Multi-class Weather Dataset/Shine/shine154.jpg,Ensoleillé,327,135
./Multi-class Weather Dataset/Shine/shine155.jpg,Ensoleillé,231,154
./Multi-class Weather Dataset/Shine/shine156.jpg,Ensoleillé,244,151
./Multi-class Weather Dataset/Shine/shine157.jpg,Ensoleillé,314,177
./Multi-class Weather Dataset/Shine/shine158.jpg,Ensoleillé,269,168
./Multi-class Weather Dataset/Shine/shine159.jpg,Ensoleillé,244,173
./Multi-class Weather Dataset/Shine/shine16.jpg,Ensoleillé,283,178
./Multi-class Weather Dataset/Shine/shine160.jpg,Ensoleillé,180,178
./Multi-class Weather Dataset/Shine/shine161.jpg,Ensoleillé,307,173
./Multi-class Weather Dataset/Shine/shine162.jpg,Ensoleillé,262,161
./Multi-class Weather Dataset/Shine/shine163.jpg,Ensoleillé,266,166
./Multi-class Weather Dataset/Shine/shine164.jpg,Ensoleillé,281,183
./Multi-class Weather Dataset/Shine/shine165.jpg,Ensoleillé,209,169
./Multi-class Weather Dataset/Shine/shine166.jpg,Ensoleillé,243,162
./Multi-class Weather Dataset/Shine/shine167.jpg,Ensoleillé,300,188
./Multi-class Weather Dataset/Shine/shine168.jpg,Ensoleillé,253,168
./Multi-class Weather Dataset/Shine/shine169.jpg,Ensoleillé,223,165
./Multi-class Weather Dataset/Shine/shine17.jpg,Ensoleillé,275,183
