Picture Path,Label,width,height
./Multi-class Weather Dataset/Sunrise/sunrise190.jpg,Lever du soleil,1920,1200
./Multi-class Weather Dataset/Sunrise/sunrise191.jpg,Lever du soleil,400,300
./Multi-class Weather Dataset/Sunrise/sunrise192.jpg,Lever du soleil,284,177
./Multi-class Weather Dataset/Sunrise/sunrise193.jpg,Lever du soleil,259,194
./Multi-class Weather Dataset/Sunrise/sunrise194.jpg,Lever du soleil,259,194
./Multi-class Weather Dataset/Sunrise/sunrise195.jpg,Lever du soleil,259,194
./Multi-class Weather Dataset/Sunrise/sunrise196.jpg,Lever du soleil,259,194
./Multi-class Weather Dataset/Sunrise/sunrise197.jpg,Lever du soleil,1920,1281
./Multi-class Weather Dataset/Sunrise/sunrise198.jpg,Lever du soleil,516,234
./Multi-class Weather Dataset/Sunrise/sunrise199.jpg,Lever du soleil,640,480
./Multi-class Weather Dataset/Sunrise/sunrise2.jpg,Lever du soleil,275,183
./Multi-class Weather Dataset/Sunrise/sunrise20.jpg,Lever du soleil,278,181
./Multi-class Weather Dataset/Sunrise/sunrise200.jpg,Lever du soleil,275,183
./Multi-class Weather Dataset/Sunrise/sunrise201.jpg,Lever du soleil,3456,1801
./Multi-class Weather Dataset/Sunrise/sunrise202.jpg,Lever du soleil,1600,1053
./Multi-class Weather Dataset/Sunrise/sunrise203.jpg,Lever du soleil,736,552
./Multi-class Weather Dataset/Sunrise/sunrise204.jpg,Lever du soleil,800,533
./Multi-class Weather Dataset/Sunrise/sunrise205.jpg,Lever du soleil,259,194
./Multi-class Weather Dataset/Sunrise/sunrise206.jpg,Lever du soleil,2048,844
./Multi-class Weather Dataset/Sunrise/sunrise207.jpg,Lever du soleil,251,201
./Multi-class Weather Dataset/Sunrise/sunrise208.jpg,Lever du soleil,1920,1080
./Multi-class Weather Dataset/Sunrise/sunrise209.jpg,Lever du soleil,1323,864
./Multi-class Weather Dataset/Sunrise/sunrise21.jpg,Lever du soleil,969,545
./Multi-class Weather Dataset/Sunrise/sunrise210.jpg,Lever du soleil,3200,1200
./Multi-class Weather Dataset/Sunrise/sunrise211.jpg,Lever du soleil,640,480
./Multi-class Weather Dataset/Sunrise/sunrise212.jpg,Lever du soleil,300,168
./Multi-class Weather Dataset/Sunrise/sunrise213.jpg,Lever du soleil,316,480
./Multi-class Weather Dataset/Sunrise/sunrise214.jpg,Lever du soleil,320,240
./Multi-class Weather Dataset/Sunrise/sunrise215.jpg,Lever du soleil,320,240
./Multi-class Weather Dataset/Sunrise/sunrise216.jpg,Lever du soleil,320,212
./Multi-class Weather Dataset/Sunrise/sunrise217.jpg,Lever du soleil,320,212
./Multi-class Weather Dataset/Sunrise/sunrise218.jpg,Lever du soleil,320,213
./Multi-class Weather Dataset/Sunrise/sunrise219.jpg,Lever du soleil,320,179
./Multi-class Weather Dataset/Sunrise/sunrise22.jpg,Lever du soleil,557,900
./Multi-class Weather Dataset/Sunrise/sunrise220.jpg,Lever du soleil,320,179
./Multi-class Weather Dataset/Sunrise/sunrise221.jpg,Lever du soleil,213,320
./Multi-class Weather Dataset/Sunrise/sunrise222.jpg,Lever du soleil,232,174
./Multi-class Weather Dataset/Sunrise/sunrise223.jpg,Lever du soleil,291,164
./Multi-class Weather Dataset/Sunrise/sunrise224.jpg,Lever du soleil,227,152
./Multi-class Weather Dataset/Sunrise/sunrise225.jpg,Lever du soleil,240,160
./Multi-class Weather Dataset/Sunrise/sunrise226.jpg,Lever du soleil,270,152
./Multi-class Weather Dataset/Sunrise/sunrise227.jpg,Lever du soleil,255,169
./Multi-class Weather Dataset/Sunrise/sunrise228.jpg,Lever du soleil,240,161
./Multi-class Weather Dataset/Sunrise/sunrise229.jpg,Lever du soleil,234,176
./Multi-class Weather Dataset/Sunrise/sunrise23.jpg,Lever du soleil,4261,3195
./Multi-class Weather Dataset/Sunrise/sunrise230.jpg,Lever du soleil,214,176
./Multi-class Weather Dataset/Sunrise/sunrise231.jpg,Lever du soleil,243,170
./Multi-class Weather Dataset/Sunrise/sunrise232.jpg,Lever du soleil,239,180
./Multi-class Weather Dataset/Sunrise/sunrise233.jpg,Lever du soleil,227,151
./Multi-class Weather Dataset/Sunrise/sunrise234.jpg,Lever du soleil,248,166
./Multi-class Weather Dataset/Sunrise/sunrise235.jpg,Lever du soleil,220,165
./Multi-class Weather Dataset/Sunrise/sunrise236.jpg,Lever du soleil,266,178
./Multi-class Weather Dataset/Sunrise/sunrise237.jpg,Lever du soleil,230,154
./Multi-class Weather Dataset/Sunrise/sunrise238.jpg,Lever du soleil,252,189
./Multi-class Weather Dataset/Sunrise/sunrise239.jpg,Lever du soleil,281,158
./Multi-class Weather Dataset/Sunrise/sunrise24.jpg,Lever du soleil,292,173
./Multi-class Weather Dataset/Sunrise/sunrise240.jpg,Lever du soleil,230,173
./Multi-class Weather Dataset/Sunrise/sunrise241.jpg,Lever du soleil,299,168
./Multi-class Weather Dataset/Sunrise/sunrise242.jpg,Lever du soleil,233,161
./Multi-class Weather Dataset/Sunrise/sunrise243.jpg,Lever du soleil,248,166
./Multi-class Weather Dataset/Sunrise/sunrise244.jpg,Lever du soleil,245,164
./Multi-class Weather Dataset/Sunrise/sunrise245.jpg,Lever du soleil,230,173
./Multi-class Weather Dataset/Sunrise/sunrise246.jpg,Lever du soleil,262,175
./Multi-class Weather Dataset/Sunrise/sunrise247.jpg,Lever du soleil,245,163
./Multi-class Weather Dataset/Sunrise/sunrise248.jpg,Lever du soleil,225,169
./Multi-class Weather Dataset/Sunrise/sunrise249.jpg,Lever du soleil,281,176
./Multi-class Weather Dataset/Sunrise/sunrise25.jpg,Lever du soleil,320,210
./Multi-class Weather Dataset/Sunrise/sunrise250.jpg,Lever du soleil,220,165
./Multi-class Weather Dataset/Sunrise/sunrise251.jpg,Lever du soleil,287,162
./Multi-class Weather Dataset/Sunrise/sunrise252.jpg,Lever du soleil,232,155
./Multi-class Weather Dataset/Sunrise/sunrise253.jpg,Lever du soleil,226,170
./Multi-class Weather Dataset/Sunrise/sunrise254.jpg,Lever du soleil,247,154
./Multi-class Weather Dataset/Sunrise/sunrise255.jpg,Lever du soleil,228,152
./Multi-class Weather Dataset/Sunrise/sunrise256.jpg,Lever du soleil,230,173
./Multi-class Weather Dataset/Sunrise/sunrise257.jpg,Lever du soleil,300,110
./Multi-class Weather Dataset/Sunrise/sunrise258.jpg,Lever du soleil,233,175
./Multi-class Weather Dataset/Sunrise/sunrise259.jpg,Lever du soleil,244,153
./Multi-class Weather Dataset/Sunrise/sunrise26.jpg,Lever du soleil,259,194
./Multi-class Weather Dataset/Sunrise/sunrise260.jpg,Lever du soleil,261,174
./Multi-class Weather Dataset/Sunrise/sunrise261.jpg,Lever du soleil,215,162
./Multi-class Weather Dataset/Sunrise/sunrise262.jpg,Lever du soleil,300,157
./Multi-class Weather Dataset/Sunrise/sunrise263.jpg,Lever du soleil,300,130
./Multi-class Weather Dataset/Sunrise/sunrise264.jpg,Lever du soleil,260,174
./Multi-class Weather Dataset/Sunrise/sunrise265.jpg,Lever du soleil,225,169
./Multi-class Weather Dataset/Sunrise/sunrise266.jpg,Lever du soleil,262,177
./Multi-class Weather Dataset/Sunrise/sunrise267.jpg,Lever du soleil,211,159
./Multi-class Weather Dataset/Sunrise/sunrise268.jpg,Lever du soleil,329,166
./Multi-class Weather Dataset/Sunrise/sunrise269.jpg,Lever du soleil,265,177
./Multi-class Weather Dataset/Sunrise/sunrise27.jpg,Lever du soleil,300,168
./Multi-class Weather Dataset/Sunrise/sunrise270.jpg,Lever du soleil,232,168
./Multi-class Weather Dataset/Sunrise/sunrise271.jpg,Lever du soleil,227,152
./Multi-class Weather Dataset/Sunrise/sunrise272.jpg,Lever du soleil,258,172
./Multi-class Weather Dataset/Sunrise/sunrise273.jpg,Lever du soleil,224,152
./Multi-class Weather Dataset/Sunrise/sunrise274.jpg,Lever du soleil,257,172
./Multi-class Weather Dataset/Sunrise/sunrise275.jpg,Lever du soleil,295,166
./Multi-class Weather Dataset/Sunrise/sunrise276.jpg,Lever du soleil,208,167
./Multi-class Weather Dataset/Sunrise/sunrise277.jpg,Lever du soleil,221,282
./Multi-class Weather Dataset/Sunrise/sunrise278.jpg,Lever du soleil,200,157
./Multi-class Weather Dataset/Sunrise/sunrise279.jpg,Lever du soleil,255,165
./Multi-class Weather Dataset/Sunrise/sunrise28.jpg,Lever du soleil,259,194
./Multi-class Weather Dataset/Sunrise/sunrise280.jpg,Lever du soleil,243,162
./Multi-class Weather Dataset/Sunrise/sunrise281.jpg,Lever du soleil,263,176
./Multi-class Weather Dataset/Sunrise/sunrise282.jpg,Lever du soleil,372,167
./Multi-class Weather Dataset/Sunrise/sunrise283.jpg,Lever du soleil,380,164
./Multi-class Weather Dataset/Sunrise/sunrise284.jpg,Lever du soleil,249,166
./Multi-class Weather Dataset/Sunrise/sunrise285.jpg,Lever du soleil,259,156
./Multi-class Weather Dataset/Sunrise/sunrise286.jpg,Lever du soleil,204,153
./Multi-class Weather Dataset/Sunrise/sunrise287.jpg,Lever du soleil,257,172
./Multi-class Weather Dataset/Sunrise/sunrise288.jpg,Lever du soleil,234,152
./Multi-class Weather Dataset/Sunrise/sunrise289.jpg,Lever du soleil,269,180
./Multi-class Weather Dataset/Sunrise/sunrise29.jpg,Lever du soleil,4752,3168
./Multi-class Weather Dataset/Sunrise/sunrise290.jpg,Lever du soleil,286,161
./Multi-class Weather Dataset/Sunrise/sunrise291.jpg,Lever du soleil,300,112
./Multi-class Weather Dataset/Sunrise/sunrise292.jpg,Lever du soleil,230,154
./Multi-class Weather Dataset/Sunrise/sunrise293.jpg,Lever du soleil,228,171
./Multi-class Weather Dataset/Sunrise/sunrise294.jpg,Lever du soleil,266,175
./Multi-class Weather Dataset/Sunrise/sunrise295.jpg,Lever du soleil,224,168
./Multi-class Weather Dataset/Sunrise/sunrise296.jpg,Lever du soleil,266,160
./Multi-class Weather Dataset/Sunrise/sunrise297.jpg,Lever du soleil,300,299
./Multi-class Weather Dataset/Sunrise/sunrise298.jpg,Lever du soleil,283,169
./Multi-class Weather Dataset/Sunrise/sunrise299.jpg,Lever du soleil,201,161
./Multi-class Weather Dataset/Sunrise/sunrise3.jpg,Lever du soleil,760,507
./Multi-class Weather Dataset/Sunrise/sunrise30.jpg,Lever du soleil,930,300
./Multi-class Weather Dataset/Sunrise/sunrise300.jpg,Lever du soleil,242,161
./Multi-class Weather Dataset/Sunrise/sunrise301.jpg,Lever du soleil,274,171
./Multi-class Weather Dataset/Sunrise/sunrise302.jpg,Lever du soleil,237,158
./Multi-class Weather Dataset/Sunrise/sunrise303.jpg,Lever du soleil,256,160
./Multi-class Weather Dataset/Sunrise/sunrise304.jpg,Lever du soleil,242,162
./Multi-class Weather Dataset/Sunrise/sunrise305.jpg,Lever du soleil,266,178
./Multi-class Weather Dataset/Sunrise/sunrise306.jpg,Lever du soleil,257,161
./Multi-class Weather Dataset/Sunrise/sunrise307.jpg,Lever du soleil,257,172
./Multi-class Weather Dataset/Sunrise/sunrise308.jpg,Lever du soleil,238,159
./Multi-class Weather Dataset/Sunrise/sunrise309.jpg,Lever du soleil,269,168
./Multi-class Weather Dataset/Sunrise/sunrise31.jpg,Lever du soleil,300,168
./Multi-class Weather Dataset/Sunrise/sunrise310.jpg,Lever du soleil,260,174
./Multi-class Weather Dataset/Sunrise/sunrise311.jpg,Lever du soleil,266,166
./Multi-class Weather Dataset/Sunrise/sunrise312.jpg,Lever du soleil,265,177
./Multi-class Weather Dataset/Sunrise/sunrise313.jpg,Lever du soleil,216,162
./Multi-class Weather Dataset/Sunrise/sunrise314.jpg,Lever du soleil,333,187
./Multi-class Weather Dataset/Sunrise/sunrise315.jpg,Lever du soleil,212,159
./Multi-class Weather Dataset/Sunrise/sunrise316.jpg,Lever du soleil,215,162
./Multi-class Weather Dataset/Sunrise/sunrise317.jpg,Lever du soleil,225,300
./Multi-class Weather Dataset/Sunrise/sunrise318.jpg,Lever du soleil,231,174
./Multi-class Weather Dataset/Sunrise/sunrise319.jpg,Lever du soleil,260,173
./Multi-class Weather Dataset/Sunrise/sunrise32.jpg,Lever du soleil,900,675
./Multi-class Weather Dataset/Sunrise/sunrise320.jpg,Lever du soleil,234,176
./Multi-class Weather Dataset/Sunrise/sunrise321.jpg,Lever du soleil,204,153
./Multi-class Weather Dataset/Sunrise/sunrise322.jpg,Lever du soleil,242,151
./Multi-class Weather Dataset/Sunrise/sunrise323.jpg,Lever du soleil,279,183
./Multi-class Weather Dataset/Sunrise/sunrise324.jpg,Lever du soleil,252,168
./Multi-class Weather Dataset/Sunrise/sunrise325.jpg,Lever du soleil,244,170
./Multi-class Weather Dataset/Sunrise/sunrise326.jpg,Lever du soleil,300,121
./Multi-class Weather Dataset/Sunrise/sunrise327.jpg,Lever du soleil,228,152
./Multi-class Weather Dataset/Sunrise/sunrise328.jpg,Lever du soleil,315,197
./Multi-class Weather Dataset/Sunrise/sunrise329.jpg,Lever du soleil,263,176
./Multi-class Weather Dataset/Sunrise/sunrise33.jpg,Lever du soleil,1000,667
./Multi-class Weather Dataset/Sunrise/sunrise330.jpg,Lever du soleil,202,152
./Multi-class Weather Dataset/Sunrise/sunrise331.jpg,Lever du soleil,212,159
./Multi-class Weather Dataset/Sunrise/sunrise332.jpg,Lever du soleil,213,160
./Multi-class Weather Dataset/Sunrise/sunrise333.jpg,Lever du soleil,318,162
./Multi-class Weather Dataset/Sunrise/sunrise334.jpg,Lever du soleil,228,152
./Multi-class Weather Dataset/Sunrise/sunrise335.jpg,Lever du soleil,283,177
./Multi-class Weather Dataset/Sunrise/sunrise336.jpg,Lever du soleil,244,163
./Multi-class Weather Dataset/Sunrise/sunrise337.jpg,Lever du soleil,225,169
./Multi-class Weather Dataset/Sunrise/sunrise338.jpg,Lever du soleil,266,177
./Multi-class Weather Dataset/Sunrise/sunrise339.jpg,Lever du soleil,225,169
./Multi-class Weather Dataset/Sunrise/sunrise34.jpg,Lever du soleil,1920,1280
./Multi-class Weather Dataset/Sunrise/sunrise340.jpg,Lever du soleil,294,165
./Multi-class Weather Dataset/Sunrise/sunrise341.jpg,Lever du soleil,318,166
./Multi-class Weather Dataset/Sunrise/sunrise342.jpg,Lever du soleil,225,169
./Multi-class Weather Dataset/Sunrise/sunrise343.jpg,Lever du soleil,282,189
./Multi-class Weather Dataset/Sunrise/sunrise344.jpg,Lever du soleil,228,166
./Multi-class Weather Dataset/Sunrise/sunrise345.jpg,Lever du soleil,226,170
./Multi-class Weather Dataset/Sunrise/sunrise346.jpg,Lever du soleil,229,172
./Multi-class Weather Dataset/Sunrise/sunrise347.jpg,Lever du soleil,228,152
./Multi-class Weather Dataset/Sunrise/sunrise348.jpg,Lever du soleil,271,181
./Multi-class Weather Dataset/Sunrise/sunrise349.jpg,Lever du soleil,236,177
./Multi-class Weather Dataset/Sunrise/sunrise35.jpg,Lever du soleil,640,428
./Multi-class Weather Dataset/Sunrise/sunrise350.jpg,Lever du soleil,245,153
./Multi-class Weather Dataset/Sunrise/sunrise351.jpg,Lever du soleil,261,163
./Multi-class Weather Dataset/Sunrise/sunrise352.jpg,Lever du soleil,207,156
./Multi-class Weather Dataset/Sunrise/sunrise353.jpg,Lever du soleil,277,173
./Multi-class Weather Dataset/Sunrise/sunrise354.jpg,Lever du soleil,203,153
./Multi-class Weather Dataset/Sunrise/sunrise355.jpg,Lever du soleil,299,168
./Multi-class Weather Dataset/Sunrise/sunrise356.jpg,Lever du soleil,300,168
./Multi-class Weather Dataset/Sunrise/sunrise357.jpg,Lever du soleil,300,94
./Multi-class Weather Dataset/Sunrise/sunrise36.jpg,Lever du soleil,612,409
./Multi-class Weather Dataset/Sunrise/sunrise37.jpg,Lever du soleil,1140,709
./Multi-class Weather Dataset/Sunrise/sunrise38.jpg,Lever du soleil,273,185
./Multi-class Weather Dataset/Sunrise/sunrise39.jpg,Lever du soleil,615,412
./Multi-class Weather Dataset/Sunrise/sunrise4.jpg,Lever du soleil,900,597
./Multi-class Weather Dataset/Sunrise/sunrise40.jpg,Lever du soleil,640,345
./Multi-class Weather Dataset/Sunrise/sunrise41.jpg,Lever du soleil,275,183
./Multi-class Weather Dataset/Sunrise/sunrise42.jpg,Lever du soleil,275,183
./Multi-class Weather Dataset/Sunrise/sunrise43.jpg,Lever du soleil,318,159
./Multi-class Weather Dataset/Sunrise/sunrise44.jpg,Lever du soleil,2560,1600
./Multi-class Weather Dataset/Sunrise/sunrise45.jpg,Lever du soleil,259,194
./Multi-class Weather Dataset/Sunrise/sunrise46.jpg,Lever du soleil,612,408
./Multi-class Weather Dataset/Sunrise/sunrise47.jpg,Lever du soleil,440,267
./Multi-class Weather Dataset/Sunrise/sunrise48.jpg,Lever du soleil,284,177
./Multi-class Weather Dataset/Sunrise/sunrise49.jpg,Lever du soleil,480,360
./Multi-class Weather Dataset/Sunrise/sunrise5.jpg,Lever du soleil,350,230
./Multi-class Weather Dataset/Sunrise/sunrise50.jpg,Lever du soleil,225,225
./Multi-class Weather Dataset/Sunrise/sunrise51.jpg,Lever du soleil,300,168
./Multi-class Weather Dataset/Sunrise/sunrise52.jpg,Lever du soleil,281,180
./Multi-class Weather Dataset/Sunrise/sunrise53.jpg,Lever du soleil,275,183
./Multi-class Weather Dataset/Sunrise/sunrise54.jpg,Lever du soleil,1920,1080
./Multi-class Weather Dataset/Sunrise/sunrise55.jpg,Lever du soleil,500,282
./Multi-class Weather Dataset/Sunrise/sunrise56.jpg,Lever du soleil,800,450
./Multi-class Weather Dataset/Sunrise/sunrise57.jpg,Lever du soleil,300,168
./Multi-class Weather Dataset/Sunrise/sunrise58.jpg,Lever du soleil,276,183
./Multi-class Weather Dataset/Sunrise/sunrise59.jpg,Lever du soleil,1024,768
./Multi-class Weather Dataset/Sunrise/sunrise6.jpg,Lever du soleil,350,144
./Multi-class Weather Dataset/Sunrise/sunrise60.jpg,Lever du soleil,738,492
./Multi-class Weather Dataset/Sunrise/sunrise61.jpg,Lever du soleil,500,326
./Multi-class Weather Dataset/Sunrise/sunrise62.jpg,Lever du soleil,240,180
./Multi-class Weather Dataset/Sunrise/sunrise63.jpg,Lever du soleil,680,453
./Multi-class Weather Dataset/Sunrise/sunrise64.jpg,Lever du soleil,240,160
./Multi-class Weather Dataset/Sunrise/sunrise65.jpg,Lever du soleil,2500,1667
./Multi-class Weather Dataset/Sunrise/sunrise66.jpg,Lever du soleil,500,400
./Multi-class Weather Dataset/Sunrise/sunrise67.jpg,Lever du soleil,259,194
./Multi-class Weather Dataset/Sunrise/sunrise68.jpg,Lever du soleil,268,188
./Multi-class Weather Dataset/Sunrise/sunrise69.jpg,Lever du soleil,276,182
./Multi-class Weather Dataset/Sunrise/sunrise7.jpg,Lever du soleil,4368,2912
./Multi-class Weather Dataset/Sunrise/sunrise70.jpg,Lever du soleil,600,524
./Multi-class Weather Dataset/Sunrise/sunrise71.jpg,Lever du soleil,341,512
./Multi-class Weather Dataset/Sunrise/sunrise72.jpg,Lever du soleil,900,463
./Multi-class Weather Dataset/Sunrise/sunrise73.jpg,Lever du soleil,275,184
./Multi-class Weather Dataset/Sunrise/sunrise74.jpg,Lever du soleil,1920,1200
./Multi-class Weather Dataset/Sunrise/sunrise75.jpg,Lever du soleil,275,183
./Multi-class Weather Dataset/Sunrise/sunrise76.jpg,Lever du soleil,275,183
./Multi-class Weather Dataset/Sunrise/sunrise77.jpg,Lever du soleil,1024,576
./Multi-class Weather Dataset/Sunrise/sunrise78.jpg,Lever du soleil,768,1039
./Multi-class Weather Dataset/Sunrise/sunrise79.jpg,Lever du soleil,268,188
./Multi-class Weather Dataset/Sunrise/sunrise8.jpg,Lever du soleil,400,266
./Multi-class Weather Dataset/Sunrise/sunrise80.jpg,Lever du soleil,259,194
./Multi-class Weather Dataset/Sunrise/sunrise81.jpg,Lever du soleil,3888,2592
./Multi-class Weather Dataset/Sunrise/sunrise82.jpg,Lever du soleil,612,564
./Multi-class Weather Dataset/Sunrise/sunrise83.jpg,Lever du soleil,380,133
./Multi-class Weather Dataset/Sunrise/sunrise84.jpg,Lever du soleil,516,234
./Multi-class Weather Dataset/Sunrise/sunrise85.jpg,Lever du soleil,299,168
./Multi-class Weather Dataset/Sunrise/sunrise86.jpg,Lever du soleil,276,183
./Multi-class Weather Dataset/Sunrise/sunrise87.jpg,Lever du soleil,2272,1704
./Multi-class Weather Dataset/Sunrise/sunrise88.jpg,Lever du soleil,275,183
./Multi-class Weather Dataset/Sunrise/sunrise89.jpeg,Lever du soleil,640,428
./Multi-class Weather Dataset/Sunrise/sunrise9.jpg,Lever du soleil,275,183
./Multi-class Weather Dataset/Sunrise/sunrise90.jpg,Lever du soleil,259,194
./Multi-class Weather Dataset/Sunrise/sunrise91.jpg,Lever du soleil,259,194
./Multi-class Weather Dataset/Sunrise/sunrise92.jpg,Lever du soleil,300,168
./Multi-class Weather Dataset/Sunrise/sunrise93.jpg,Lever du soleil,500,375
./Multi-class Weather Dataset/Sunrise/sunrise94.jpg,Lever du soleil,300,168
./Multi-class Weather Dataset/Sunrise/sunrise95.jpg,Lever du soleil,1600,1049
./Multi-class Weather Dataset/Sunrise/sunrise96.jpg,Lever du soleil,3008,2000
./Multi-class Weather Dataset/Sunrise/sunrise97.jpg,Lever du soleil,300,168
./Multi-class Weather Dataset/Sunrise/sunrise98.jpg,Lever du soleil,1024,576
./Multi-class Weather Dataset/Sunrise/sunrise99.jpg,Lever du soleil,283,178
